the_geom,school_id,school_nm,sch_addr,grade_cat,grades,sch_type,x,y,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu
"{'type': 'Point', 'coordinates': [-87.56208422998453, 41.69972622184235]}",609811,BRIGHT,"10740 S CALHOUN AVE, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.56208423,41.69972622,25,48,21202,174,47
"{'type': 'Point', 'coordinates': [-87.67413840184176, 41.87631672812642]}",400142,YCCS - VIRTUAL HS,"1900 W VAN BUREN ST, 60612",HS,"9, 10, 11, 12",Options,-87.6741384,41.87631673,28,29,21184,90,46
"{'type': 'Point', 'coordinates': [-87.73119286567513, 41.84560242225682]}",609870,CORKERY,"2510 S KILDARE AVE, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.73119287,41.84560242,57,32,21569,205,28
"{'type': 'Point', 'coordinates': [-87.73166568492088, 41.74710687938422]}",610185,STEVENSON,"8010 S KOSTNER AVE, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.73166568,41.74710688,8,69,4300,235,30
"{'type': 'Point', 'coordinates': [-87.60257331720778, 41.706666859095044]}",400156,NOBLE - BUTLER HS,"821 E 103RD ST, 60628",HS,"9, 10, 11, 12",Traditional,-87.60257332,41.70666686,19,47,21861,254,43
"{'type': 'Point', 'coordinates': [-87.68326359189955, 41.9758943007468]}",609852,CHAPPELL,"2135 W FOSTER AVE, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.68326359,41.9758943,20,6,21849,106,24
"{'type': 'Point', 'coordinates': [-87.61763743459437, 41.84022557248816]}",609676,DUNBAR HS,"3000 S KING DR, 60616",HS,"9, 10, 11, 12",Traditional,-87.61763743,41.84022557,40,1,21194,191,10
"{'type': 'Point', 'coordinates': [-87.65538382113652, 41.683907010463926]}",610225,WHISTLER,"11533 S ADA ST, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65538382,41.68390701,13,50,22212,642,22
"{'type': 'Point', 'coordinates': [-87.56822810166987, 41.73333775257232]}",610002,HOYNE,"8905 S CRANDON AVE, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.5682281,41.73333775,25,44,21202,492,37
"{'type': 'Point', 'coordinates': [-87.57664295114294, 41.72969236159914]}",610350,BLACK,"9101 S EUCLID AVE, 60619",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.57664295,41.72969236,25,44,21202,492,35
"{'type': 'Point', 'coordinates': [-87.76022117561682, 41.89497639150149]}",400127,YCCS - AUSTIN CAREER,"5352 W CHICAGO AVE, 60651",HS,"9, 10, 11, 12",Options,-87.76022118,41.89497639,5,26,4299,562,45
"{'type': 'Point', 'coordinates': [-87.65336555308119, 41.871254824726776]}",610009,GALILEO,"820 S CARPENTER ST, 60607",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65336555,41.87125482,44,29,14917,87,26
"{'type': 'Point', 'coordinates': [-87.59693188177575, 41.716988872449626]}",610178,SCHMID,"9755 S GREENWOOD AVE, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.59693188,41.71698887,19,47,21861,643,35
"{'type': 'Point', 'coordinates': [-87.72724437841006, 41.8669796276734]}",610503,FRAZIER PROSPECTIVE,"4027 W GRENSHAW ST, 60624",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.72724438,41.86697963,30,30,21572,98,14
"{'type': 'Point', 'coordinates': [-87.70249639568895, 41.9875886826887]}",609724,MATHER HS,"5835 N LINCOLN AVE, 60659",HS,"9, 10, 11, 12",Traditional,-87.7024964,41.98758868,50,20,4450,65,24
"{'type': 'Point', 'coordinates': [-87.67628825214662, 41.96784686777539]}",610070,MCPHERSON,"4728 N WOLCOTT AVE, 60640",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.67628825,41.96784687,15,6,22616,225,18
"{'type': 'Point', 'coordinates': [-87.6691586699833, 41.68941960633781]}",609908,ESMOND,"1865 W MONTVALE AVE, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66915867,41.68941961,13,74,22212,378,42
"{'type': 'Point', 'coordinates': [-87.66407246852502, 41.90779717907685]}",400096,ROWE,"1424 N CLEAVER ST, 60642",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66407247,41.90779718,49,25,22620,483,11
"{'type': 'Point', 'coordinates': [-87.55051275981425, 41.75311714180553]}",610572,CAMELOT - SAFE ES,"7530 S SOUTH SHORE DR, 60603",ES,"4, 5, 6, 7, 8",Options,-87.55051276,41.75311714,24,39,22538,421,37
"{'type': 'Point', 'coordinates': [-87.66866060376518, 41.91235790809211]}",609828,BURR,"1621 W WABANSIA AVE, 60622",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.6686606,41.91235791,4,25,21560,437,40
"{'type': 'Point', 'coordinates': [-87.66809931233533, 41.73842547802802]}",609927,FOSTER PARK,"8530 S WOOD ST, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66809931,41.73842548,59,70,21554,532,13
"{'type': 'Point', 'coordinates': [-87.68380143063956, 41.91848627856481]}",610138,PULASKI,"2230 W MCLEAN AVE, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.68380143,41.91848628,1,23,22535,324,40
"{'type': 'Point', 'coordinates': [-87.70870563224457, 41.84855987465652]}",609704,FARRAGUT HS,"2345 S CHRISTIANA AVE, 60623",HS,"9, 10, 11, 12",Traditional,-87.70870563,41.84855987,57,32,21569,291,28
"{'type': 'Point', 'coordinates': [-87.76151477060628, 41.923955258106375]}",610068,HANSON PARK,"5411 W FULLERTON AVE, 60639",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.76151477,41.92395526,2,19,22615,307,44
"{'type': 'Point', 'coordinates': [-87.62773414584959, 41.88304717239432]}",400133,YCCS - INNOVATIONS,"17 N. STATE ST., 60602",HS,"9, 10, 11, 12",Options,-87.62773415,41.88304717,41,38,14310,580,36
"{'type': 'Point', 'coordinates': [-87.63757205079294, 41.689950725324024]}",609705,FENGER HS,"11220 S WALLACE ST, 60628",HS,"9, 10, 11, 12",Traditional,-87.63757205,41.68995073,19,45,21861,486,22
"{'type': 'Point', 'coordinates': [-87.59334040532276, 41.79853548515538]}",610090,MURRAY,"5335 S KENWOOD AVE, 60615",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.59334041,41.79853549,10,8,21192,499,10
"{'type': 'Point', 'coordinates': [-87.65353524845713, 41.69467073946179]}",400171,FOUNDATIONS,"1233 W. 109TH PL, 60643",HS,"6, 7, 8, 9, 10, 11, 12",Traditional,-87.65353525,41.69467074,13,74,22212,315,22
"{'type': 'Point', 'coordinates': [-87.70644252545564, 41.95204212165323]}",609857,CLEVELAND,"3121 W BYRON ST, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70644253,41.95204212,39,16,21538,372,20
"{'type': 'Point', 'coordinates': [-87.67486500006088, 41.774571073639116]}",610108,OTOOLE,"6550 S SEELEY AVE, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.674865,41.77457107,23,65,22257,282,2
"{'type': 'Point', 'coordinates': [-87.70523452592857, 41.87724835300854]}",400011,LOCKE A,"3141 W JACKSON BLVD, 60612",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70523453,41.87724835,28,28,21184,737,23
"{'type': 'Point', 'coordinates': [-87.60997887453667, 41.74366924214573]}",609887,DIXON,"8306 S SAINT LAWRENCE AVE, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.60997887,41.74366924,61,40,21546,140,32
"{'type': 'Point', 'coordinates': [-87.64808617419784, 41.85483574753878]}",610216,WALSH,"2015 S PEORIA ST, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64808617,41.85483575,43,33,14920,250,48
"{'type': 'Point', 'coordinates': [-87.75332487133477, 41.87288500578075]}",610244,CLARK HS,"5101 W HARRISON ST, 60644",HS,"9, 10, 11, 12",Traditional,-87.75332487,41.87288501,32,26,22216,61,7
"{'type': 'Point', 'coordinates': [-87.71866612901148, 41.87074216271606]}",609954,GREGORY,"3715 W POLK ST, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.71866613,41.87074216,30,28,21572,704,14
"{'type': 'Point', 'coordinates': [-87.66763900841303, 41.76739011319071]}",400116,MONTESSORI ENGLEWOOD,"6936 S HERMITAGE AVE, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66763901,41.76739011,23,65,22257,283,31
"{'type': 'Point', 'coordinates': [-87.55714197102569, 41.75436513203611]}",609806,BRADWELL,"7736 S BURNHAM AVE, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.55714197,41.75436513,24,39,22538,246,37
"{'type': 'Point', 'coordinates': [-87.64334423561357, 41.81330372972014]}",609947,GRAHAM ES,"4436 S UNION AVE, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64334424,41.81330373,37,59,14924,123,48
"{'type': 'Point', 'coordinates': [-87.63551281030702, 41.90659999028203]}",609926,FRANKLIN,"225 W EVERGREEN AVE, 60610",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.63551281,41.90659999,54,37,14926,290,46
"{'type': 'Point', 'coordinates': [-87.59951563219376, 41.65370211623662]}",609845,CARVER G,"901 E 133RD PL, 60827",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.59951563,41.65370212,47,51,4460,10,43
"{'type': 'Point', 'coordinates': [-87.77241416628112, 41.96561907168506]}",610137,PRUSSING,"4650 N MENARD AVE, 60630",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.77241417,41.96561907,48,15,21869,94,50
"{'type': 'Point', 'coordinates': [-87.58792764148511, 41.74317942055835]}",400023,CICS - AVALON/SOUTH SHORE,"1501 E 83RD PL, 60619",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.58792764,41.74317942,61,41,21546,133,35
"{'type': 'Point', 'coordinates': [-87.65977458979334, 41.74523702220766]}",609864,COOK,"8150 S BISHOP ST, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65977459,41.74523702,59,70,21554,558,13
"{'type': 'Point', 'coordinates': [-87.55022236949607, 41.744849106383406]}",400094,EPIC HS,"8255 S HOUSTON AVE, 60617",HS,"9, 10, 11, 12",Traditional,-87.55022237,41.74484911,25,42,21202,505,37
"{'type': 'Point', 'coordinates': [-87.59071239556964, 41.75954806012061]}",610047,MADISON,"7433 S DORCHESTER AVE, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.5907124,41.75954806,61,39,21546,451,35
"{'type': 'Point', 'coordinates': [-87.7026447513374, 41.808225785907545]}",400173,PATHWAYS - BRIGHTON PARK HS,"3124 W. 47TH STREET, 60632",HS,"9, 10, 11, 12",Options,-87.70264475,41.80822579,56,55,22248,85,8
"{'type': 'Point', 'coordinates': [-87.72752437440198, 41.86991585857579]}",610221,WEBSTER,"4055 W ARTHINGTON ST, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.72752437,41.86991586,30,27,21572,703,14
"{'type': 'Point', 'coordinates': [-87.72238554791987, 41.85837242000979]}",610123,PENN,"1616 S AVERS AVE, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.72238555,41.85837242,57,30,21569,752,14
"{'type': 'Point', 'coordinates': [-87.67449459892654, 41.9159138019158]}",609896,DRUMMOND,"1845 W CORTLAND ST, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.6744946,41.9159138,4,23,21560,179,40
"{'type': 'Point', 'coordinates': [-87.6256915785026, 41.79846496007328]}",610246,BEASLEY,"5255 S STATE ST, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.62569158,41.79846496,10,7,14924,218,9
"{'type': 'Point', 'coordinates': [-87.74673077913606, 41.897819069909396]}",610282,MCNAIR,"4820 W WALTON ST, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.74673078,41.89781907,5,26,4299,578,45
"{'type': 'Point', 'coordinates': [-87.72366217142846, 41.86494335270435]}",400128,YCCS - CCA ACADEMY,"1231 S PULASKI RD, 60623",HS,"9, 10, 11, 12",Options,-87.72366217,41.86494335,57,30,21569,33,14
"{'type': 'Point', 'coordinates': [-87.68601824432605, 41.949529799060734]}",609799,BELL,"3730 N OAKLEY AVE, 60618",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.68601824,41.9495298,39,46,21538,613,18
"{'type': 'Point', 'coordinates': [-87.6398265134838, 41.90824688238976]}",610048,MANIERRE,"1420 N HUDSON AVE, 60610",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.63982651,41.90824688,54,37,14926,309,46
"{'type': 'Point', 'coordinates': [-87.6074353212802, 41.72848063869461]}",609827,BURNSIDE,"650 E 91ST PL, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.60743532,41.72848064,61,40,21546,430,35
"{'type': 'Point', 'coordinates': [-87.66509327198202, 41.90888612837885]}",610029,LOZANO,"1501 N GREENVIEW AVE, 60642",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66509327,41.90888613,49,25,22620,483,11
"{'type': 'Point', 'coordinates': [-87.68031496656171, 41.87986982087343]}",610252,DETT,"2131 W MONROE ST, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.68031497,41.87986982,28,29,21184,89,46
"{'type': 'Point', 'coordinates': [-87.71102498479802, 41.80176224619053]}",400149,ACERO - SOTO HS,"5025 S SAINT LOUIS AVE, 60632",HS,"8, 9, 10, 11",Traditional,-87.71102498,41.80176225,56,61,22248,776,8
"{'type': 'Point', 'coordinates': [-87.74572605686267, 41.80817500004232]}",609981,HEARST,"4640 S LAMON AVE, 60638",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.74572606,41.808175,7,53,22268,604,28
"{'type': 'Point', 'coordinates': [-87.67596551355223, 41.760614127514536]}",609941,RANDOLPH,"7316 S HOYNE AVE, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.67596551,41.76061413,23,65,22257,433,31
"{'type': 'Point', 'coordinates': [-87.71735342362523, 41.7450777521345]}",609879,DAWES,"3810 W 81ST PL, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.71735342,41.74507775,8,69,4300,199,30
"{'type': 'Point', 'coordinates': [-87.65363344706354, 41.742451627331846]}",610003,CUFFE,"8324 S RACINE AVE, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65363345,41.74245163,59,70,21554,531,13
"{'type': 'Point', 'coordinates': [-87.66772404347275, 41.825699760024975]}",400050,NAMASTE,"3737 S PAULINA ST, 60609",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66772404,41.82569976,37,56,14924,721,1
"{'type': 'Point', 'coordinates': [-87.67116041930248, 41.983371436351966]}",400060,AHS - PASSAGES,"1643 W BRYN MAWR AVE, 60660",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.67116042,41.98337144,15,76,22616,564,24
"{'type': 'Point', 'coordinates': [-87.70644464861842, 41.7644070759518]}",610396,TARKINGTON,"3330 W 71ST ST, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70644465,41.76440708,58,64,21867,383,31
"{'type': 'Point', 'coordinates': [-87.53757030026821, 41.68813693640285]}",609739,WASHINGTON HS,"3535 E 114TH ST, 60617",HS,"9, 10, 11, 12",Traditional,-87.5375703,41.68813694,25,49,21202,603,47
"{'type': 'Point', 'coordinates': [-87.65053854187909, 41.67230940677973]}",610315,WHITE,"1136 W 122ND ST, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65053854,41.67230941,13,50,22212,662,22
"{'type': 'Point', 'coordinates': [-87.70630009266642, 41.842267166059585]}",610063,MCCORMICK,"2712 S SAWYER AVE, 60623",ES,"PK, K, 1, 2, 3, 4, 5",Traditional,-87.70630009,41.84226717,57,32,21569,146,28
"{'type': 'Point', 'coordinates': [-87.6719389762014, 42.02109055801525]}",609933,GALE,"1631 W JONQUIL TER, 60626",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.67193898,42.02109056,9,10,21853,340,5
"{'type': 'Point', 'coordinates': [-87.70879678420536, 41.80104241416244]}",400112,ACERO - IDAR,"5050 S HOMAN AVE, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70879678,41.80104241,56,61,22248,776,8
"{'type': 'Point', 'coordinates': [-87.79310825534183, 41.99379034980385]}",610104,ONAHAN,"6634 W RAVEN ST, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.79310826,41.99379035,17,36,22243,657,29
"{'type': 'Point', 'coordinates': [-87.67092712871731, 41.7541938505757]}",609790,BARTON,"7650 S WOLCOTT AVE, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.67092713,41.75419385,59,70,21554,573,31
"{'type': 'Point', 'coordinates': [-87.64765248686284, 41.70195211714689]}",610086,MOUNT VERNON,"10540 S MORGAN ST, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64765249,41.70195212,13,72,22212,595,22
"{'type': 'Point', 'coordinates': [-87.8066817721094, 42.01717123978812]}",610569,OMBUDSMAN - NORTHWEST HS,"7500 N HARLEM AVE, 60631",HS,"9, 10, 11, 12",Options,-87.80668177,42.01717124,17,77,22243,653,29
"{'type': 'Point', 'coordinates': [-87.70574908776547, 41.74284992213337]}",610109,OWEN,"8247 S CHRISTIANA AVE, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70574909,41.74284992,8,69,4300,199,30
"{'type': 'Point', 'coordinates': [-87.76184047442767, 41.99943683361062]}",609901,EDGEBROOK,"6525 N HIAWATHA AVE, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.76184047,41.99943683,18,12,22532,782,29
"{'type': 'Point', 'coordinates': [-87.71764197633287, 41.86207686405819]}",400040,FRAZIER CHARTER,"3711 W DOUGLAS BLVD, 60624",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.71764198,41.86207686,57,30,21569,33,14
"{'type': 'Point', 'coordinates': [-87.66908929640573, 41.77512408382618]}",609711,HARPER HS,"6520 S WOOD ST, 60636",HS,"11, 12",Traditional,-87.6690893,41.77512408,23,65,22257,281,3
"{'type': 'Point', 'coordinates': [-87.5904208894434, 41.80377211930726]}",609746,KENWOOD HS,"5015 S BLACKSTONE AVE, 60615",HS,"7, 8, 9, 10, 11, 12",Traditional,-87.59042089,41.80377212,10,5,21192,400,10
"{'type': 'Point', 'coordinates': [-87.66085886980439, 41.89242501281075]}",400055,NOBLE - RAUNER HS,"1337 W OHIO ST, 60642",HS,"9, 10, 11, 12",Traditional,-87.66085887,41.89242501,49,25,22620,521,41
"{'type': 'Point', 'coordinates': [-87.59233320248326, 41.71292210067737]}",400136,YCCS - OLIVE HARVEY,"10001 S WOODLAWN AVE, 60628",HS,"9, 10, 11, 12",Options,-87.5923332,41.7129221,19,47,21861,643,35
"{'type': 'Point', 'coordinates': [-87.79872070511098, 41.914150630090944]}",610158,SAYRE,"1850 N NEWLAND AVE, 60707",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.79872071,41.91415063,3,26,4454,598,7
"{'type': 'Point', 'coordinates': [-87.59079500924987, 41.78336832349611]}",609837,CARNEGIE,"1414 E 61ST PL, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.59079501,41.78336832,60,9,22260,426,4
"{'type': 'Point', 'coordinates': [-87.70804087648983, 41.93397019626957]}",610325,AVONDALE-LOGANDALE,"3212 W GEORGE ST, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70804088,41.9339702,39,22,21538,55,12
"{'type': 'Point', 'coordinates': [-87.75044473104992, 41.8848763984967]}",610183,SPENCER,"214 N LAVERGNE AVE, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.75044473,41.8848764,32,26,22216,696,23
"{'type': 'Point', 'coordinates': [-87.6571692053681, 41.78468086134214]}",609869,LANGFORD,"6010 S THROOP ST, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65716921,41.78468086,23,65,22257,278,2
"{'type': 'Point', 'coordinates': [-87.77041752737661, 41.867812568328716]}",609795,CLARK ES,"1045 S MONITOR AVE, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.77041753,41.86781257,32,26,22216,61,7
"{'type': 'Point', 'coordinates': [-87.71423364671368, 41.90450276453564]}",610021,CASALS,"3501 W POTOMAC AVE, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.71423365,41.90450276,5,24,4299,422,49
"{'type': 'Point', 'coordinates': [-87.68724015881878, 41.84596658850679]}",400104,INSTITUTO - HEALTH,"2520 S WESTERN AVE, 60608",HS,"9, 10, 11, 12",Traditional,-87.68724016,41.84596659,43,33,14920,204,26
"{'type': 'Point', 'coordinates': [-87.68330134658416, 41.87694744398226]}",610561,CRANE MEDICAL HS,"2245 W JACKSON BLVD, 60612",HS,"9, 10, 11, 12",Traditional,-87.68330135,41.87694744,28,29,21184,89,46
"{'type': 'Point', 'coordinates': [-87.73266645520347, 41.78689537744654]}",610117,PASTEUR,"5825 S KOSTNER AVE, 60629",ES,"PK, K, 1, 2, 3, 4",Traditional,-87.73266646,41.78689538,58,60,21867,773,15
"{'type': 'Point', 'coordinates': [-87.74881028902197, 41.902240032283984]}",400144,YCCS - WESTSIDE HOLISTIC,"4909 W DIVISION ST, 60651",HS,"9, 10, 11, 12",Options,-87.74881029,41.90224003,5,26,4299,585,45
"{'type': 'Point', 'coordinates': [-87.75581325275655, 41.89917135566286]}",609975,HAY,"1018 N LARAMIE AVE, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.75581325,41.89917136,5,26,4299,562,45
"{'type': 'Point', 'coordinates': [-87.64804432347512, 41.716193296392866]}",610366,WACKER,"9746 S MORGAN ST, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64804432,41.7161933,13,72,22212,592,22
"{'type': 'Point', 'coordinates': [-87.76714284601219, 41.906790574635416]}",610235,YOUNG ES,"1434 N PARKSIDE AVE, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.76714285,41.90679057,5,26,4299,565,7
"{'type': 'Point', 'coordinates': [-87.69718539374007, 42.01526504640617]}",610147,ROGERS,"7345 N WASHTENAW AVE, 60645",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.69718539,42.01526505,12,20,22528,359,27
"{'type': 'Point', 'coordinates': [-87.67372272471347, 41.89240461212607]}",610197,TALCOTT,"1840 W OHIO ST, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.67372272,41.89240461,4,25,21560,519,41
"{'type': 'Point', 'coordinates': [-87.72466123134852, 41.87879893274093]}",610293,MELODY,"3937 W WILCOX ST, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.72466123,41.87879893,30,27,21572,736,23
"{'type': 'Point', 'coordinates': [-87.59475207201363, 41.79234788097816]}",610142,RAY,"5631 S KIMBARK AVE, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.59475207,41.79234788,60,8,22260,503,33
"{'type': 'Point', 'coordinates': [-87.58685459668838, 41.79344724373492]}",609969,HARTE,"1556 E 56TH ST, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.5868546,41.79344724,60,8,22260,502,33
"{'type': 'Point', 'coordinates': [-87.66998540066855, 42.00966385552083]}",609918,FIELD,"7019 N ASHLAND AVE, 60626",ES,"5, 6, 7, 8",Traditional,-87.6699854,42.00966386,9,10,21853,358,5
"{'type': 'Point', 'coordinates': [-87.79154448269152, 41.795030965234155]}",609832,BYRNE,"5329 S OAK PARK AVE, 60638",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.79154448,41.79503097,7,53,22268,588,6
"{'type': 'Point', 'coordinates': [-87.77834486153145, 42.007490670182015]}",610230,WILDWOOD,"6950 N HIAWATHA AVE, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.77834486,42.00749067,18,12,22532,781,29
"{'type': 'Point', 'coordinates': [-87.6638529631031, 41.96230777254516]}",610355,COURTENAY,"4420 N BEACON ST, 60640",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66385296,41.96230777,15,31,22616,611,39
"{'type': 'Point', 'coordinates': [-87.77657870907608, 41.780191732055165]}",609960,HALE,"6140 S MELVINA AVE, 60638",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.77657871,41.78019173,7,62,22268,265,15
"{'type': 'Point', 'coordinates': [-87.58332767616838, 41.760034340143335]}",400181,ART IN MOTION,"7415 S EAST END AVE, 60649",HS,"7, 8",Traditional,-87.58332768,41.76003434,24,39,22538,419,35
"{'type': 'Point', 'coordinates': [-87.79154724940722, 41.98296098703247]}",609734,TAFT HS,"6530 W BRYN MAWR AVE, 60631",HS,"7, 8, 9, 10, 11, 12",Traditional,-87.79154725,41.98296099,17,36,22243,733,29
"{'type': 'Point', 'coordinates': [-87.77012725796695, 41.93493062290807]}",610539,CAMRAS,"3000 N MANGO AVE, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.77012726,41.93493062,52,19,22254,82,21
"{'type': 'Point', 'coordinates': [-87.64133980575548, 41.844400158915356]}",610081,SHERIDAN,"533 W 27TH ST, 60616",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64133981,41.84440016,40,58,21194,155,48
"{'type': 'Point', 'coordinates': [-87.6575610586105, 41.72024642374893]}",400026,CICS - LOOMIS,"9535 S LOOMIS ST, 60643",ES,"K, 1, 2",Traditional,-87.65756106,41.72024642,13,72,22212,592,13
"{'type': 'Point', 'coordinates': [-87.6804175545629, 41.86783228544102]}",609783,JEFFERSON HS,"1100 S HAMILTON AVE, 60612",HS,"6, 7, 8, 9, 10, 11, 12",Options,-87.68041755,41.86783229,28,29,21184,5,46
"{'type': 'Point', 'coordinates': [-87.69211506377151, 41.78090389857652]}",610057,FAIRFIELD,"6201 S FAIRFIELD AVE, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.69211506,41.7809039,58,64,21867,111,2
