jp1, jp2, jp_len, corr
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN by8q-dp62.program_type,[0.12308572810263158, nan]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN fb26-34vu.service_category_k_9_only,[0.12308572810263158, 0.05797373879241628]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN gez6-674h.service_category_k_9_only,[0.12308572810263158, -0.21876323004072618]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 7ynj-zrfs.program_type,[0.12308572810263158, -0.39367567016198846]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 2vv4-3iny.service_category_0k_09_only,[0.12308572810263158, 0.1414037590020974]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN abgn-8q46.service_category_k_9_only_,[0.12308572810263158, 0.17933073684283057]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 7yds-6i8e.service_category_k_9_only_,[0.12308572810263158, 0.07261283270104184]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN wtqm-fd2z.program_type,[0.12308572810263158, nan]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN jkyj-m87c.program_type,[0.12308572810263158, 0.048287452635846204]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN xefy-6ent.service_category,[0.12308572810263158, 0.02610224169722458]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN qusa-igsv.service_category_0k_08_only,[0.12308572810263158, 0.18602736622435906]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.service_category_0k_08_only JOIN edai-t99u.service_category_k_9_only,[0.12308572810263158, 0.15393976520078725]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN icps-nwdu.department,[0.5069930815957107, -0.020021279433937778]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN weaz-wxw9.core_course_high_schools_only_,[0.5069930815957107, 0.20737681748238065]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN nwrb-z58j.core_course_high_schools_only_,[0.5069930815957107, -0.13864860084320405]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN izav-3bhy.department,[0.5069930815957107, -0.024303673417184972]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN fb26-34vu.core_subject_ms_core_and_9_12_only,[0.5069930815957107, -0.033318983936863555]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN w49k-mmkh.core_course_high_schools_only_,[0.5069930815957107, -0.11815213691549238]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN sas9-vd86.department,[0.5069930815957107, 0.004818900615874061]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 4hiy-398i.core_subject_ms_core_and,[0.5069930815957107, 0.06996521522840435]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN dcpj-gxjy.department,[0.5069930815957107, 0.1647261680913455]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 9igb-ny64.department,[0.5069930815957107, 0.005984114992585575]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN ajgi-hpq9.core_subject_ms_core_and,[0.5069930815957107, -0.005309499857176056]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN nhq5-jx6b.department,[0.5069930815957107, 0.005984114992585575]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN n2rw-tynt.department,[0.5069930815957107, 0.04176509836416596]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN d3ge-anaz.core_subject_ms_core_and_9_12_only_,[0.5069930815957107, -0.013463645969435058]
wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 43qn-d6r8.department,[0.5069930815957107, 0.006586027987518849]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 4s7y-vm5x.service_category,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN nnyy-27fp.service_category_0k_09_only,[1, -0.03591380686352758]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 4qii-5cz9.service_category_0k_08_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN urc8-8bjy.service_category_0k_09_only,[1, -0.02257567065694385]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 8i43-kna8.service_category,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 82rt-zc4y.service_category_k_9_only_,[1, -0.026807521363141778]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 4hiy-398i.service_category_0k_08_only,[1, -0.018837919227120522]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN vwxi-2r5k.service_category,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN dp2s-vccd.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 5nz7-hh6t.service_category_0k_09_only,[1, -0.038054512811207024]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 3aka-ggej.service_category_0k_08_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN ytjm-yias.service_category_0k_08_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN xkuq-9uzf.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN by8q-dp62.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN fb26-34vu.service_category_k_9_only,[1, 0.731913387581883]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN gez6-674h.service_category_k_9_only,[1, 0.17825570800899992]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 7ynj-zrfs.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 2vv4-3iny.service_category_0k_09_only,[1, -0.036876860119579205]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN abgn-8q46.service_category_k_9_only_,[1, 0.9999999999999998]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN 7yds-6i8e.service_category_k_9_only_,[1, 0.719465648854963]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN wtqm-fd2z.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN jkyj-m87c.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN xefy-6ent.service_category,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN qusa-igsv.service_category_0k_08_only,[1, -0.026791275484167192]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.service_category_0k_08_only JOIN edai-t99u.service_category_k_9_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN icps-nwdu.department,[-0.23580529863045846, 0.06580027030734051]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN weaz-wxw9.core_course_high_schools_only_,[-0.23580529863045846, 0.1731350599352311]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN nwrb-z58j.core_course_high_schools_only_,[-0.23580529863045846, -0.05893194852643309]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN izav-3bhy.department,[-0.23580529863045846, 0.03917773210440655]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN fb26-34vu.core_subject_ms_core_and_9_12_only,[-0.23580529863045846, -0.18114740761727738]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN w49k-mmkh.core_course_high_schools_only_,[-0.23580529863045846, 0.21518980879461896]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN sas9-vd86.department,[-0.23580529863045846, 0.03228266594320822]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN 4hiy-398i.core_subject_ms_core_and,[-0.23580529863045846, 0.05005182724749414]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN dcpj-gxjy.department,[-0.23580529863045846, -0.04085904014030754]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN 9igb-ny64.department,[-0.23580529863045846, -0.08355553192853783]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN ajgi-hpq9.core_subject_ms_core_and,[-0.23580529863045846, 0.04163124424495932]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN nhq5-jx6b.department,[-0.23580529863045846, -0.08355553192853783]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN n2rw-tynt.department,[-0.23580529863045846, -0.07454454204362794]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN d3ge-anaz.core_subject_ms_core_and_9_12_only_,[-0.23580529863045846, -0.03348560127873585]
wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,wcmg-48ep.core_subject_ms_core_and JOIN 43qn-d6r8.department,[-0.23580529863045846, -0.08447879163658]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 4s7y-vm5x.service_category,[1, 0.294043144894586]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN nnyy-27fp.service_category_0k_09_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 4qii-5cz9.service_category_0k_08_only,[1, 0.36615391783894913]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN urc8-8bjy.service_category_0k_09_only,[1, -0.04007096533702773]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 8i43-kna8.service_category,[1, 0.3002879230480439]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 82rt-zc4y.service_category_k_9_only_,[1, -0.032720254042745464]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 4hiy-398i.service_category_0k_08_only,[1, -0.032775454954021496]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN vwxi-2r5k.service_category,[1, 0.7969651818987428]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN dp2s-vccd.program_type,[1, 0.9877137530643506]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 5nz7-hh6t.service_category_0k_09_only,[1, -0.045901001078930165]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 3aka-ggej.service_category_0k_08_only,[1, 0.6139686721016749]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN ytjm-yias.service_category_0k_08_only,[1, 0.900491415275716]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN xkuq-9uzf.program_type,[1, 0.9799788591165277]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN by8q-dp62.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN fb26-34vu.service_category_k_9_only,[1, -0.038400036966070916]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN gez6-674h.service_category_k_9_only,[1, -0.04007096533702773]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 7ynj-zrfs.program_type,[1, 0.3636479003892345]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 2vv4-3iny.service_category_0k_09_only,[1, -0.04409832617649836]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN abgn-8q46.service_category_k_9_only_,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN 7yds-6i8e.service_category_k_9_only_,[1, -0.03484486537301926]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN wtqm-fd2z.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN jkyj-m87c.program_type,[1, 0.9685648479990179]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN xefy-6ent.service_category,[1, 0.3947093326789792]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN qusa-igsv.service_category_0k_08_only,[1, -0.043509879804771195]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.service_category_0k_08_only JOIN edai-t99u.service_category_k_9_only,[1, -0.056385276266934195]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN icps-nwdu.department,[-0.23580529863045846, 0.005513432049938593]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN weaz-wxw9.core_course_high_schools_only_,[-0.23580529863045846, 0.0997198614319219]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN nwrb-z58j.core_course_high_schools_only_,[-0.23580529863045846, 0.022228599949762368]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN izav-3bhy.department,[-0.23580529863045846, 0.01313816813075921]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN fb26-34vu.core_subject_ms_core_and_9_12_only,[-0.23580529863045846, 0.06513511485548121]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN w49k-mmkh.core_course_high_schools_only_,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN sas9-vd86.department,[-0.23580529863045846, -0.04977443320706152]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN 4hiy-398i.core_subject_ms_core_and,[-0.23580529863045846, -0.21519075322579523]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN dcpj-gxjy.department,[-0.23580529863045846, 0.09672781882861904]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN 9igb-ny64.department,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN ajgi-hpq9.core_subject_ms_core_and,[-0.23580529863045846, -0.1942508258410754]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN nhq5-jx6b.department,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN n2rw-tynt.department,[-0.23580529863045846, -0.013963781209966828]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN d3ge-anaz.core_subject_ms_core_and_9_12_only_,[-0.23580529863045846, 0.1573810450699738]
wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,wcmg-48ep.core_subject_ms_core_and JOIN 43qn-d6r8.department,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 4s7y-vm5x.service_category,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN nnyy-27fp.service_category_0k_09_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 4qii-5cz9.service_category_0k_08_only,[1, -0.05820182295147584]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN urc8-8bjy.service_category_0k_09_only,[1, 0.012311200068601254]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 8i43-kna8.service_category,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 82rt-zc4y.service_category_k_9_only_,[1, -0.023663155163054148]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 4hiy-398i.service_category_0k_08_only,[1, 0.062204646840931875]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN vwxi-2r5k.service_category,[1, -0.06646273149794002]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN dp2s-vccd.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 5nz7-hh6t.service_category_0k_09_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 3aka-ggej.service_category_0k_08_only,[1, -0.05654115399864405]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN ytjm-yias.service_category_0k_08_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN xkuq-9uzf.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN by8q-dp62.program_type,[1, 0.5614486687662115]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN fb26-34vu.service_category_k_9_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN gez6-674h.service_category_k_9_only,[1, 0.005044798429221442]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 7ynj-zrfs.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 2vv4-3iny.service_category_0k_09_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN abgn-8q46.service_category_k_9_only_,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN 7yds-6i8e.service_category_k_9_only_,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN wtqm-fd2z.program_type,[1, 0.6678573064252585]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN jkyj-m87c.program_type,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN xefy-6ent.service_category,[1, -0.04708505583636972]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN qusa-igsv.service_category_0k_08_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.service_category_0k_08_only JOIN edai-t99u.service_category_k_9_only,[1, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN icps-nwdu.department,[-0.23580529863045846, -0.03599121594396655]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN weaz-wxw9.core_course_high_schools_only_,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN nwrb-z58j.core_course_high_schools_only_,[-0.23580529863045846, -0.028430015731240755]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN izav-3bhy.department,[-0.23580529863045846, -0.05454197319866464]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN fb26-34vu.core_subject_ms_core_and_9_12_only,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN w49k-mmkh.core_course_high_schools_only_,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN sas9-vd86.department,[-0.23580529863045846, 0.026045896339892734]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN 4hiy-398i.core_subject_ms_core_and,[-0.23580529863045846, -0.018394372809548438]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN dcpj-gxjy.department,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN 9igb-ny64.department,[-0.23580529863045846, nan]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN ajgi-hpq9.core_subject_ms_core_and,[-0.23580529863045846, -0.030686016487601223]
wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,wcmg-48ep.core_subject_ms_core_and JOIN nhq5-jx6b.department,[-0.23580529863045846, nan]
